logFC AveExpr t P.Value adj.P.Val B Entrez_Gene_ID
LOC644113 -0.0002478495 6.0878 -0.008086822 0.993564 0.9974799 -6.9928840752 644113
LOC644116 0.01067862 6.001398 0.5151865 0.6075707 0.8312112 -6.8601556435 644116
LOC644117 0.02212349 6.351631 0.5617548 0.5755522 0.8112801 -6.8351102344 644117
LOC644120 0.0237135 6.066014 0.8171914 0.4157806 0.7014063 -6.6595643089 644120
LOC644122 0.05197222 5.975942 2.15043 0.038635065 0.14880879 -4.70558303855 644122
LOC644126 -0.01206885 6.000059 -0.5902053 0.5563973 0.7997362 -6.8187499221 644126
LOC644128 -0.02611041 6.671813 -0.6774607 0.4996932 0.7620788 -6.7635746745 644128
LOC644131 0.07948937 6.1479225 2.350163 0.0603436455 0.179183715 -4.04764695165 644131
LOC644133 -0.00317071 6.259232 -0.08693628 0.9308977 0.9752586 -6.9891314133 644133
LOC644135 0.01507112 5.872419 0.5867461 0.5587093 0.8014044 -6.8207819846 644135
LOC644136 -0.006622262 5.972578 -0.2999589 0.7648372 0.9100679 -6.9478711528 644136
LOC644137 0.01563035 5.976137 0.5640061 0.574025 0.8102826 -6.8338448939 644137
LOC644143 0.005935605 5.869571 0.2004278 0.841557 0.9413844 -6.9728001902 644143
LOC644144 0.1139824 6.357456 2.692255 0.00833404 0.04496204 -3.4902167853 644144
LOC644150 -0.028642545 6.181766 -1.10672975 0.37482724 0.479408255 -5.3880585953 644150
LOC644151 -0.3811932 6.670391 -4.139628 7.317505e-05 0.0007221324 0.9181180008 644151
LOC644152 -0.01352034 6.1199 -0.5748181 0.5667178 0.8063872 -6.827697921 644152
LOC644155 -0.03717768 6.125772 -1.532395 0.1286134 0.3626157 -5.8305890126 644155
LOC644157 0.004025319 5.954022 0.1845076 0.8539926 0.9461537 -6.9758685133 644157
LOC644162 -0.07164076 6.4406845 -0.529982 0.089917235 0.24843889 -5.03390938505 644162
LOC644165 -0.01542082 5.935131 -0.7464555 0.4571606 0.7322974 -6.7146206159 644165
LOC644166 0.01127999 6.056515 0.573287 0.5677499 0.8070787 -6.8285754544 644166
LOC644167 -0.002737747 6.111803 -0.09440471 0.9249784 0.9737135 -6.9884531208 644167
LOC644168 0.03464191 6.119321 1.239021 0.2182663 0.4977226 -6.2299368698 644168
LOC644171 0.01702121 5.919982 0.9048415 0.3677453 0.6594591 -6.5845320193 644171
LOC644172 0.075881205 6.356707 1.88706535 0.200265158 0.355375455 -4.76135807395 644172
LOC644175 0.05227697 6.070973 1.909876 0.05904265 0.2115701 -5.1990289882 644175
LOC644183 -0.01387716 5.971755 -0.6828467 0.4962979 0.7593733 -6.7599221611 644183
LOC644184 -0.02495094 6.014131 -1.223783 0.2239377 0.504821 -6.2484477254 644184
LOC644187 -0.009339375 6.051538 -0.3701488 0.712062 0.8844381 -6.9243398545 644187
LOC644188 0.02549224 5.887897 0.7789338 0.437876 0.7181958 -6.6899525278 644188
LOC644193 0.009808946 6.208991 0.4103672 0.6824231 0.8699624 -6.9086412989 644193
LOC644195 0.004295686 6.100753 0.1638779 0.8701612 0.9534876 -6.9794672182 644195
LOC644196 0.0075266625 5.9567455 0.2921819 0.7710672 0.91170125 -6.9488037481 644196
LOC644197 -0.006828199 6.199212 -0.2705325 0.7873136 0.9193762 -6.9562726058 644197
LOC644200 0.01110961 6.040246 0.495805 0.6211305 0.8380725 -6.8699445357 644200
LOC644201 -0.001825471 6.0507 -0.08993449 0.9285209 0.9746364 -6.988865824 644201
LOC644204 0.00503194 6.068106 0.2265773 0.8212195 0.9340229 -6.9672100547 644204
LOC644207 -0.001163351 6.024186 -0.04180425 0.9667389 0.9881462 -6.9920415136 644207
LOC644208 0.01652199 5.80828 0.5475478 0.5852343 0.8169637 -6.8429792881 644208
LOC644209 -0.009764514 5.817506 -0.5041313 0.6152888 0.8350218 -6.8657849587 644209
LOC644215 -0.01198483 6.010577 -0.5183174 0.6053929 0.8299258 -6.8585393163 644215
LOC644222 -0.0199649 6.278788 -0.6915518 0.4908368 0.7555111 -6.7539582801 644222
LOC644224 -0.03807904 6.126686 -1.861474 0.0656429 0.2284121 -5.2872625392 644224
LOC644225 0.05299759 6.130775 1.743215 0.08439955 0.2726022 -5.4939352019 644225
LOC644227 0.009265446 5.936006 0.3972712 0.6920223 0.8748187 -6.9139301387 644227
LOC644228 0.01002386 6.167841 0.3881911 0.6987078 0.8783286 -6.9174968419 644228
LOC644229 -0.02638339 5.961057 -1.242055 0.2171495 0.4963476 -6.2262241965 644229
LOC644231 0.01060905 5.887596 0.4285126 0.6692085 0.8629982 -6.9010307265 644231
LOC644234 -0.02803988 6.111871 -1.215902 0.2269126 0.508627 -6.2579341339 644234
LOC644241 0.02568349 6.164611 0.95942 0.3396836 0.6332154 -6.5340161274 644241
LOC644242 0.02632457 6.166219 1.003141 0.3182373 0.6126091 -6.4914556614 644242
LOC644243 -0.006591926 6.132196 -0.2792756 0.7806157 0.9163917 -6.9538667355 644243
LOC644246 0.02550662 6.044278 0.9620174 0.3383838 0.6322079 -6.5315396209 644246
LOC644250 0.007892025 8.170758 0.09889765 0.9214194 0.972575 -6.9880181558 644250
LOC644251 0.004069672 5.95061 0.2073343 0.8361745 0.9392769 -6.9713902157 644251
LOC644254 -0.1465645 6.265119 -3.828441 0.0002260976 0.00198343 -0.1506761626 644254
LOC644255 0.01287221 6.016555 0.5934546 0.5542299 0.7983504 -6.8168304163 644255
LOC644257 0.0476616 5.980784 2.143575 0.03451567 0.1417722 -4.7436656524 644257
LOC644262 0.008348039 5.938208 0.3506417 0.7266019 0.8916265 -6.9313731119 644262
LOC644264 0.01732972 6.064917 0.6552644 0.5138167 0.7707379 -6.7783246065 644264
LOC644266 0.02092965 6.178605 0.8089941 0.4204578 0.7054677 -6.6661965361 644266
LOC644267 0.03046858 5.977408 1.227798 0.2224331 0.5028337 -6.2435919331 644267
LOC644268 0.04193417 6.011786 1.828287 0.07051666 0.2403009 -5.3465416522 644268
LOC644276 0.05665489 6.16041 2.319022 0.02244861 0.1009772 -4.3704583418 644276
LOC644277 0.03411691 6.219429 1.085068 0.2805259 0.5720814 -6.4067085104 644277
LOC644278 0.01078021 6.077372 0.4609554 0.6458413 0.8512899 -6.8866061828 644278
LOC644280 0.05408131 6.042748 1.671123 0.09785448 0.302085 -5.6136681068 644280
LOC644284 0.008430456 6.312115 0.2361516 0.8138027 0.9308982 -6.9649922362 644284
LOC644285 0.02562905 5.996279 0.7945335 0.4287847 0.7114454 -6.6777351907 644285
LOC644286 -0.004631247 6.046292 -0.2299482 0.8186063 0.9329635 -6.9664396641 644286
LOC644288 0.009051605 5.888342 0.4510813 0.6529171 0.8555271 -6.8911072593 644288
LOC644291 0.016848097 6.117949 0.786547 0.52079445 0.68495225 -6.48191140835 644291
LOC644294 0.05487107 5.913325 2.266421 0.02560086 0.1120285 -4.4851292917 644294
LOC644295 0.002243454 6.016282 0.08881588 0.9294076 0.9748221 -6.9889659659 644295
LOC644297 -0.03739468 6.866878 -0.5603196 0.5765268 0.8117735 -6.8359142696 644297
LOC644298 0.01887852 5.978913 0.7038508 0.4831773 0.75041 -6.7454046043 644298
LOC644299 -0.009020745 6.070903 -0.4041492 0.6869744 0.8722904 -6.9111737413 644299
LOC644300 -0.01107894 6.060588 -0.5090588 0.6118433 0.833423 -6.8632908916 644300
LOC644302 0.02990986 5.811935 1.115805 0.2672055 0.5571304 -6.3732373446 644302
LOC644303 0.01963238 5.967856 0.7663329 0.445301 0.723355 -6.6996464783 644303
LOC644305 -0.007038925 5.994105 -0.2823486 0.7782654 0.9153413 -6.9530029903 644305
LOC644310 0.08850057 6.424346 3.097582 0.002538751 0.01646213 -2.4076136325 644310
LOC644311 0.00416323 5.901212 0.1058799 0.292647 0.5828389 -6.42381695225 644311
LOC644313 0.4826449 6.557239 5.693373 1.274919e-07 2.37017e-06 7.0344070714 644313
LOC644316 -0.001349676 6.302299 -0.0561526 0.9553334 0.9838191 -6.9913375438 644316
LOC644319 0.1149033 6.218371 3.181133 0.001959395 0.01313607 -2.1688420227 644319
LOC644320 0.02074679 5.93816 0.9883416 0.3253939 0.6195384 -6.5060706072 644320
LOC644322 -0.045190256 6.3762845 -0.63826278 0.563133 0.7139306 -6.5422080586 644322
LOC644325 0.04200044 6.000301 2.064716 0.04156312 0.1631144 -4.9027132238 644325
LOC644326 0.02044621 6.170512 0.7540812 0.4525897 0.7288535 -6.7089220023 644326
LOC644327 -0.02335717 6.041533 -1.123209 0.2640641 0.5539358 -6.3650388553 644327
LOC644330 0.09026246 6.15200866666667 2.15584453333333 0.130733383 0.247861323333333 -4.353254915 644330
LOC644331 0.0157849 6.125454 0.5449301 0.5870266 0.818347 -6.8444073086 644331
LOC644334 0.09734568 6.138394 3.197504 0.001861404 0.01256048 -2.1214492241 644334
LOC644335 0.01863182 6.032873 0.832183 0.4073078 0.693898 -6.6472645258 644335
LOC644336 0.00210501 6.043018 0.06927556 0.94491 0.9806294 -6.9905131443 644336
LOC644338 0.03221075 6.020329 1.487507 0.1400579 0.382836 -5.8969442679 644338
LOC644341 -0.0006232657 6.022397 -0.0302694 0.9759131 0.9909636 -6.9924579139 644341
LOC644342 0.03166061 5.955031 1.35154 0.1796016 0.4448845 -6.0863947519 644342
LOC644343 0.004532982 6.04879 0.2050249 0.8379735 0.9400687 -6.9718670049 644343
LOC644345 0.009908055 6.12111 0.3727801 0.7101087 0.8837441 -6.9233620709 644345
LOC644347 -0.003763949 5.846658 -0.13654 0.8916716 0.9625384 -6.9835798356 644347
LOC644348 -0.01405573 5.923426 -0.6166032 0.5389113 0.7876122 -6.8028524855 644348
LOC644351 0.001020041 6.156194 0.04231399 0.9663336 0.9880225 -6.9920200373 644351
LOC644359 0.03579237 6.086645 1.386492 0.1687101 0.4287324 -6.0393590671 644359
LOC644360 0.03590372 5.970796 1.538151 0.1272006 0.360026 -5.8219429182 644360
LOC644361 0.01279706 6.00377 0.568652 0.5708796 0.8087382 -6.831217726 644361
LOC644362 -0.007172758 6.132146 -0.2601175 0.7953132 0.9221372 -6.9590388238 644362
LOC644365 0.02217039 5.999453 0.7578775 0.4503239 0.7270578 -6.7060637083 644365
LOC644366 -0.03592171 6.019519 -1.82105 0.07161858 0.2429499 -5.3593363562 644366
LOC644371 0.01252958 6.103475 0.3908425 0.6967532 0.8771979 -6.9164638529 644371
LOC644372 0.02058733 5.830423 0.8098225 0.4199837 0.7052444 -6.665529238 644372
LOC644373 -0.01908567 6.054909 -0.7809649 0.4366859 0.7174219 -6.6883753181 644373
LOC644377 0.003104406 5.987695 0.1289608 0.8976502 0.9647298 -6.9845875625 644377
LOC644379 -0.001983771 5.990396 -0.07402918 0.9411365 0.9796001 -6.990171959 644379
LOC644380 0.0124976965 6.1376515 0.63392608 0.5555365 0.7097695 -6.5366277454 644380
LOC644386 -0.01101098 6.107481 -0.4386777 0.6618506 0.8595351 -6.8966239254 644386
LOC644388 0.01500236 6.089504 0.5514713 0.5825527 0.8156543 -6.840826097 644388
LOC644390 -0.08712661 6.080073 -3.59485 0.000507986 0.004039643 -0.9121842193 644390
LOC644391 -0.1907888 6.401881 -4.496614 1.878945e-05 0.0002155492 2.2153539311 644391
LOC644396 0.02649189 6.102806 1.079252 0.283097 0.5753231 -6.4129392237 644396
LOC644399 0.02188918 5.986124 0.6297744 0.5302924 0.7819065 -6.7946623268 644399
LOC644402 0.0008163613 5.953354 0.03652688 0.9709358 0.9892147 -6.9922485631 644402
LOC644403 -0.002524824 6.211 -0.08353662 0.9335935 0.9760423 -6.9894216733 644403
LOC644404 0.05790991 6.023508 2.448599 0.01609938 0.07713875 -4.0779733402 644404
LOC644408 0.009124379 6.013616 0.4234347 0.6728963 0.8653364 -6.9031935332 644408
LOC644411 -0.01281493 6.076217 -0.4850396 0.6287194 0.8420078 -6.8752204538 644411
LOC644412 0.02486372 5.935924 0.9994757 0.3200001 0.6145113 -6.4950954104 644412
LOC644413 0.03434041 5.933288 1.449662 0.1503121 0.3998569 -5.9514233539 644413
LOC644419 0.01627844 6.010836 0.7893336 0.4318027 0.7134658 -6.6818342523 644419
LOC644420 0.04290305 6.030933 1.921438 0.05755155 0.2076852 -5.1776412033 644420
LOC644421 0.02049934 6.323217 0.6207419 0.5361954 0.7858037 -6.8002974466 644421
LOC644422 0.36939654 6.8063595 4.6607755 0.001136826895245 0.0074692439027 3.44623566025 644422
LOC644423 -0.002577935 6.163925 -0.09760859 0.9224404 0.9728041 -6.988145018 644423
LOC644424 0.01803656 6.182377 0.7144526 0.476628 0.7461035 -6.7379115448 644424
LOC644427 0.001768149 6.050738 0.06197878 0.9507046 0.9825002 -6.9909928268 644427
LOC644429 -0.004972443 6.09705 -0.2355599 0.8142606 0.9309445 -6.9651319549 644429
LOC644431 -0.01400168 6.064192 -0.5831832 0.5610957 0.8029408 -6.8228625836 644431
LOC644433 0.02043405 5.993258 0.9933452 0.3229626 0.6173736 -6.5011533038 644433
LOC644436 0.007885331 5.825402 0.3299754 0.7421155 0.8989051 -6.9384099969 644436
LOC644444 -0.01715656 5.939244 -0.7273101 0.4687519 0.7409024 -6.7286755384 644444
LOC644447 0.02401112 6.054931 1.003992 0.317829 0.6122598 -6.4906088153 644447
LOC644450 0.03356491 6.199166 1.224073 0.2238287 0.5047615 -6.2480970892 644450
LOC644452 0.02117063 6.137163 0.6571551 0.5126055 0.7699449 -6.777087198 644452
LOC644457 -0.0223591 6.173213 -0.723629 0.4709993 0.7425455 -6.7313364224 644457
LOC644466 0.005342535 6.057352 0.2018373 0.8404579 0.9409812 -6.9725163072 644466
LOC644468 -0.009588673 5.929743 -0.3497802 0.7272464 0.8918184 -6.9316749667 644468
LOC644472 0.009282526 5.990808 0.3033126 0.7622879 0.9087823 -6.9468587408 644472
LOC644473 -0.02633106 6.139676 -0.8858154 0.3778628 0.6680638 -6.6014582604 644473
LOC644474 0.03478732 6.019763 1.193271 0.2356141 0.5202414 -6.2848452165 644474
LOC644477 0.03480603 6.137915 0.7911602 0.4307412 0.712775 -6.6803973889 644477
LOC644479 -0.04137278 5.966399 -1.564667 0.1208508 0.3477016 -5.7817201396 644479
LOC644480 0.02551519 5.982438 1.151465 0.2523132 0.5404775 -6.333264729 644480
LOC644482 0.03532847 6.238886 1.206204 0.2306123 0.5135758 -6.2695259542 644482
LOC644484 -0.00885147 5.814552 -0.3233762 0.7470922 0.901271 -6.9405672287 644484
LOC644489 0.006998888 5.941767 0.2434123 0.8081895 0.9283488 -6.9632492375 644489
LOC644491 -0.08235533 6.172148 -3.202511 0.001832362 0.01239028 -2.1069163992 644491
LOC644499 -0.01182923 6.254022 -0.4078816 0.684241 0.8710541 -6.9096582377 644499
LOC644500 0.00061607 6.176478 0.02487377 0.9802057 0.992445 -6.9926069388 644500
LOC644504 -0.02162959 6.01917 -0.8488217 0.3980276 0.6863556 -6.6333552716 644504
LOC644507 -0.04731877 5.996796 -2.414024 0.01761414 0.08294261 -4.1573999016 644507
LOC644508 0.01105811 5.974669 0.5106218 0.6107522 0.832924 -6.8624947202 644508
LOC644511 0.3398195 11.20981 4.333279 3.529282e-05 0.0003807242 1.6127768808 644511
LOC644512 -0.008307361 5.97517 -0.3552856 0.7231312 0.8901662 -6.9297331738 644512
LOC644516 0.03672071 6.16362 1.913816 0.05853088 0.2102358 -5.1917536331 644516
LOC644519 0.01040298 6.005384 0.4040767 0.6870276 0.872302 -6.911203079 644519
LOC644524 0.01229512 6.039524 0.5387463 0.5912709 0.8208215 -6.8477537953 644524
LOC644528 0.02245114 6.069975 1.081045 0.2823023 0.5743244 -6.4110211306 644528
LOC644530 0.001314476 6.122433 0.06216106 0.9505599 0.982435 -6.9909814939 644530
LOC644532 0.04831015 5.915401 2.114153 0.03701361 0.1494924 -4.8036422926 644532
LOC644536 0.03285871 6.046175 1.283165 0.2024288 0.4772054 -6.1750579184 644536
LOC644537 0.01089633 6.096743 0.4282177 0.6694224 0.8631571 -6.9011570014 644537
LOC644538 -0.07029057 6.036566 -2.406922 0.01794053 0.08417018 -4.1735899741 644538
LOC644539 -0.03126891 6.119641 -1.22581 0.223177 0.5039187 -6.2459973745 644539
LOC644544 0.04272728 6.026884 1.53644 0.1276191 0.3608582 -5.8245157355 644544
LOC644548 0.00839799 6.180649 0.1194165 0.4542467 0.72592415 -6.69993076755 644548
LOC644554 0.01924162 6.016156 0.8471775 0.3989388 0.6872538 -6.6347418282 644554
LOC644556 0.02218787 5.95747 1.005361 0.3171733 0.6116116 -6.4892457193 644556
LOC644558 0.02713727 6.292458 0.7546046 0.4522769 0.7286875 -6.7085287353 644558
LOC644567 -0.007917387 6.0117 -0.4207042 0.6748826 0.8658025 -6.9043459523 644567
LOC644569 -0.04107139 5.868955 -1.912705 0.05867486 0.2105902 -5.1938073585 644569
LOC644571 0.01385739 6.100743 0.5920732 0.5551509 0.7990706 -6.8176477699 644571
LOC644573 -0.01309073 5.841122 -0.5835737 0.5608338 0.8028242 -6.8226351211 644573
LOC644574 0.002326394 5.976341 0.08885878 0.9293736 0.9748221 -6.9889621485 644574
LOC644577 -0.01405449 5.931377 -0.6636824 0.5084356 0.7675566 -6.772787985 644577
LOC644578 0.0271907 6.178629 1.013673 0.3132091 0.6075592 -6.4809263468 644578
LOC644580 0.06391064 6.098011 1.415533 0.1600493 0.4150261 -5.9993997196 644580
LOC644584 0.1456111 6.355429 4.253343 4.780425e-05 0.0004953722 1.3233793428 644584
LOC644586 -0.002963765 5.993353 -0.1645167 0.8696597 0.9532868 -6.9793621718 644586
LOC644590 0.153808 6.776236 2.445443 0.01623265 0.07769315 -4.0852645122 644590
LOC644591 0.000755654999999999 6.066036 0.05867335 0.4675043 0.738816 -6.72457527075 644591
LOC644592 0.009531848 6.084227 0.3294671 0.7424984 0.8991222 -6.9385777044 644592
LOC644593 0.02990959 5.946508 1.035311 0.3030451 0.597474 -6.4589540799 644593
LOC644596 -0.2627591 6.279739 -7.622052 1.531184e-11 6.621794e-10 15.8535348991 644596
LOC644598 -0.00737565 6.044117 -0.3537621 0.7242692 0.8906177 -6.9302735738 644598
LOC644599 -0.00353788 6.183532 -0.1306319 0.8963315 0.9643174 -6.9843703093 644599
LOC644602 -0.02267558 6.153943 -0.8623706 0.390567 0.6797371 -6.6218285786 644602
LOC644607 0.02897559 6.119222 1.098316 0.2747294 0.5654998 -6.3923935225 644607
LOC644611 0.03289138 6.00772 1.185633 0.2386043 0.5235904 -6.2938170917 644611
LOC644612 0.03971523 6.132707 1.485564 0.1405709 0.3836133 -5.8997747513 644612
LOC644613 0.0614119 6.019304 2.015564 0.04655485 0.1774234 -4.999080344 644613
LOC644615 0.07979643 7.025599 1.198864 0.2334415 0.5173504 -6.2782398951 644615
LOC644617 0.09020691 6.065087 2.919891 0.004335485 0.02599261 -2.8979190172 644617
LOC644621 0.03100269 5.953177 1.344321 0.1819157 0.4479483 -6.0959647381 644621
LOC644623 -0.002964415 6.01370325 -0.35107715 0.242815354 0.42732660975 -5.12322801305 644623
LOC644624 0.006099001 6.09918525 0.2428471525 0.57174675 0.764569125 -6.69462086485 644624
LOC644625 0.05473201 6.360769 1.331335 0.1861354 0.4541931 -6.1130575508 644625
LOC644628 -0.02600697 6.10045 -1.103726 0.2723864 0.5629149 -6.3864993285 644628
LOC644629 0.03694405 6.150733 1.457532 0.1481333 0.3962523 -5.9402054596 644629
LOC644631 -0.02777582 6.190786 -1.209608 0.2293087 0.5118756 -6.2654673423 644631
LOC644634 0.145884936666667 6.49542066666667 3.78652293333333 0.11349858366308 0.21260091495559 1.5321419427 644634
LOC644635 0.01618246 5.99062 0.5823809 0.5616337 0.803334 -6.8233293279 644635
LOC644638 -0.0177624 6.159496 -0.7517782 0.4539673 0.7296303 -6.7106490491 644638
LOC644640 0.009526738 6.123614 0.3701426 0.7120666 0.8844381 -6.9243421478 644640
LOC644641 -0.05455788 5.931037 -2.11029 0.03735294 0.1505007 -4.8114615626 644641
LOC644642 0.128101 6.809126 2.592112 0.01098107 0.05639128 -3.7376707799 644642
LOC644644 0.01829287 6.311103 0.6308505 0.5295915 0.7814315 -6.7939856563 644644
LOC644646 -0.01854947 5.991908 -0.9026036 0.3689264 0.6603998 -6.5865413438 644646
LOC644647 -0.0003319711 5.973014 -0.01469191 0.9883075 0.9953246 -6.9928087161 644647
LOC644650 0.03204592 6.056857 0.8172636 0.4157395 0.7013857 -6.6595056506 644650
LOC644652 -0.06746504 6.13619 -2.01294 0.04683517 0.1782087 -5.0041650303 644652
LOC644655 -0.003195357 5.94846 -0.1347666 0.8930699 0.9631838 -6.9838207783 644655
LOC644656 -0.009888871 5.931041 -0.3709388 0.7114754 0.8842462 -6.9240470197 644656
LOC644658 0.03278067 5.91608 1.439868 0.1530582 0.4044861 -5.9653030087 644658
LOC644662 0.0085970035 6.072016 0.34202725 0.6125993 0.80653445 -6.78978221325 644662
LOC644663 0.03393289 6.068646 1.323735 0.1886384 0.457626 -6.122985529 644663
LOC644666 0.02753903 6.345504 0.8849395 0.3783327 0.6683934 -6.6022289456 644666
LOC644668 -0.0160763 5.884836 -0.5794305 0.5636144 0.8048184 -6.8250403284 644668
LOC644669 0.01167489 5.935775 0.5536241 0.5810839 0.8148693 -6.8396382184 644669
LOC644670 0.1589685 6.741064 2.081468 0.03997032 0.1583451 -4.869381907 644670
LOC644672 -0.01092366 6.10627 -0.3308134 0.7414843 0.8985982 -6.9381329671 644672
LOC644677 0.1117832 6.255282 3.226522 0.001698862 0.01161183 -2.0369624783 644677
LOC644679 0.005024777 6.106816 0.2644542 0.7919795 0.9209883 -6.9579001795 644679
LOC644680 0.06909626 5.949828 2.983209 0.003591671 0.02214707 -2.7259687928 644680
LOC644681 0.01420981 6.127348 0.6680636 0.5056469 0.7656103 -6.7698786598 644681
LOC644682 -0.001118133 5.944347 -0.05258341 0.9581698 0.9849745 -6.9915319267 644682
LOC644683 -0.01058734 6.09156 -0.4535051 0.6511772 0.8544141 -6.89001136 644683
LOC644686 0.03191984 6.313558 1.178098 0.2415805 0.5275777 -6.3026123335 644686
LOC644689 -0.03287204 6.069447 -1.191198 0.236423 0.5211096 -6.2872859671 644689
