GENE logFC AveExpr t P.Value adj.P.Val B
ITM2A 9452 0.02498404 9.0834204 0.01990939 0.9847612 0.993601137 -6.866876997
ITM2B 9445 -1.636172 9.9464681 -4.027464 0.006899281 0.071193424 -2.383807531
ITM2C 81618 -1.09843625 10.73864855 -1.996041 0.131025285 0.3470297995 -5.080438568
ITPA 3704 0.4792063 11.0755674 1.767704 0.1275256 0.370624128 -5.419107269
ITPK1 3705 -0.44064335 7.4628853 -1.3343344 0.399838603333333 0.560890982666667 -5.71405012
ITPKA 3706 -1.546774 5.78087 -5.04617 0.002342095 0.040458961 -1.221657362
ITPKB 3707 -0.7697709 9.3293297 -1.775519 0.1261538 0.368061115 -5.408673391
ITPKC 80271 -0.07837519 8.8399452 -0.33171865 0.5875218 0.793933209 -6.6075723555
ITPR1 3708 -2.742594 9.1887463 -8.65515 0.0001310982 0.011112275 1.802540535
ITPR2 3709 -0.4847503 6.6130288 -0.9786693 0.3655369 0.66245187 -6.354682254
ITPR3 3710 -0.4663628 9.6038865 -1.258815 0.2548548 0.545234882 -6.056651558
ITPRIP 85450 -1.511191 7.9771593 -5.54088 0.001458093 0.031831263 -0.713665191
ITPRIPL1 150771 -0.8349886 4.5433193 -1.513177 0.1809966 0.451864155 -5.749884091
ITPRIPL2 162073 -1.02013256666667 9.6877532 -2.467894 0.0504311633333333 0.214370009666667 -4.452638347
ITSN1 6453 -1.0166699 6.636932 -3.2784545 0.0314744545 0.148341509 -3.3926798755
ITSN2 50618 -0.8933913 7.00887723333333 -3.25273933333333 0.030418174 0.149088427 -3.44006896233333
IVD 3712 0.13207718 7.44680745 0.5947291 0.5839948 0.750027141 -6.441122884
IVL 3713 -0.2865831 3.4758273 -0.1710643 0.8697961 0.942430606 -6.85025878
IVNS1ABP 10625 0.41855835 9.09388805 1.057393 0.33174215 0.628876893 -6.274885757
IWS1 55677 -1.134785 6.5247421 -4.3049 0.005064899 0.060605115 -2.051304086
IYD 389434 0.8889192 4.6501185 0.8452451 0.4303824 0.718021721 -6.477782541
IZUMO1 284359 0.4718019 0.878869 1.95845 0.09790252 0.315885301 -5.160959015
JAG1 182 1.75532 10.3971666 4.043442 0.006775423 0.070421531 -2.364330122
JAG2 3714 -0.7205747 8.1595672 -1.90893 0.1048606 0.329468863 -5.228603118
JAGN1 84522 0.6358452 11.4994688 2.938662 0.02599101 0.147334785 -3.799245341
JAK1 3716 -0.58226615 7.60881535 -2.1852305 0.13432013 0.3343469785 -4.812565946
JAK2 3717 -0.90849779 6.33956837 -3.2296963 0.018738665 0.1213123564 -3.4080757635
JAK3 3718 -0.263359766666667 5.45793226666667 -0.1159432 0.291843996666667 0.534430168333333 -5.84058515033333
JAKMIP1 152789 -0.9938756 7.7409932 -1.924095 0.1026786 0.324949153 -5.207927481
JAKMIP2 9832 -0.33450845 1.60204275 -0.36872085 0.26572575 0.5405827285 -5.970972156
JAKMIP3 282973 -1.6778445 5.861351 -1.976085 0.110943635 0.3291254825 -5.1250880325
JAM2 58494 -1.823714 7.57414275 -5.3649015 0.001903949 0.0357744875 -0.9048381335
JAM3 83700 -2.7857815 6.2471111 -8.4186955 0.000171478255 0.011962207 1.6260214225
JARID1A 5927 -0.2603379 9.3382357 -1.2258152 0.32094735 0.4857390895 -5.2276851195
JARID1B 10765 -0.09673027 8.3340075 -0.44516865 0.69682915 0.8518482605 -6.6755136825
JARID1C 8242 -0.1215658 8.2865975 -0.520936 0.621069 0.831076735 -6.713963192
JARID1D 8284 -0.7727654 8.4175134 -4.37845 0.004675395 0.057972317 -1.965180929
JARID2 3720 -0.6937297 8.5099481 -3.070809 0.0219177 0.13332373 -3.61915081
JAZF1 221895 -2.358511 6.5035567 -7.918706 0.0002152573 0.013126013 1.297656328
JCLN 123887 1.019318 4.4720043 0.6010417 0.569805 0.803136534 -6.664717044
JDP2 122953 -1.117847 10.3244122 -3.340543 0.01559986 0.110569606 -3.257865215
JHDM1D 80853 0.56928 9.1616425 1.660489 0.1478804 0.403126985 -5.560742413
JMJD1A 55818 -0.0353196533333333 7.1823856 -0.185412233333333 0.7506415 0.887746602333333 -6.781332061
JMJD1B 51780 -0.5261972 9.4652428 -2.058258 0.0852591 0.291137625 -5.023595408
JMJD1C 221037 -0.579698733333333 7.10569196666667 -2.53749933333333 0.163786271333333 0.352797047666667 -4.384699672
JMJD2A 9682 -0.1089621 8.9181351 -0.5546941 0.5991547 0.819237887 -6.69398178
JMJD2C 23081 -0.5475171 6.42743605 -2.912696 0.0625973495 0.2126916575 -3.8797084705
JMJD2D 55693 0.1170856 4.5936181 0.4042871 0.7000175 0.868437663 -6.774050773
JMJD3 23135 -0.1251459 3.8284729 -0.4930328 0.6395111 0.840988862 -6.729613466
JMJD4 65094 0.820461 8.0786055 3.812369 0.008838122 0.080683037 -2.649871407
JMJD5 79831 -0.262862 5.5270034 -1.158568 0.2906548 0.58589605 -6.168807223
JMJD6 23210 0.2345398 7.6759138 0.7051894 0.5071299 0.769410174 -6.591498944
JMJD7 100137047 -0.2090308 12.0390509 -0.6364298 0.54799 0.792742548 -6.640976608
JMJD7-PLA2G4B 8681 -0.8588827 10.8100322 -4.019973 0.006958221 0.071398294 -2.392953147
JMJD8 339123 -0.1592591 8.6565117 -0.6085049 0.5651608 0.801105696 -6.659809753
JMY 133746 0.3697398 6.0385253 1.134571 0.299837 0.596243477 -6.194797083
JOSD1 9929 0.149195935 7.47322775 0.4550196 0.6756893 0.8506276505 -6.7175634885
JOSD2 126119 -0.44395 7.0728864 -1.872642 0.1102713 0.339306064 -5.277916863
JPH1 56704 1.937177 3.5912302 3.402687 0.01444675 0.105898123 -3.175961388
JPH2 57158 -2.52783066666667 5.38274276666667 -8.40921066666667 0.00033273079 0.014886983 1.491133555
JPH3 57338 -0.47209715 2.454437 -0.77642055 0.50946925 0.7250686805 -6.4521187725
JRK 8629 -0.0909872866666667 5.15608993333333 0.0214208 0.381887333333333 0.572419325666667 -5.94354757733333
JRKL 8690 -0.4343394 6.8889657 -1.501415 0.1839228 0.455857652 -5.764667682
JSRP1 126306 -0.2052569 4.5461242 -0.2924493 0.779792 0.902127763 -6.818098198
JTB 10899 -0.0918195 13.1094054 -0.2284494 0.8268834 0.924039418 -6.837117612
JTV1 7965 1.303593 10.2240447 3.40165 0.01446521 0.105981677 -3.1773243
JUB 84962 -2.997812 7.3588689 -6.96249 0.0004358933 0.017894328 0.565711117
JUN 3725 -0.34091326 12.31466502 -1.3566795 0.22481158 0.5086615231 -5.9406528026
JUNB 3726 0.49408685 7.9857673 1.1540288 0.3041623 0.5924244045 -6.1568397275
JUND 3727 0.1147147 12.0430822 0.4732457 0.6527634 0.846827755 -6.740230345
JUP 3728 0.2427772 10.610188 1.322135 0.2342863 0.520964059 -5.983048363
KAAG1 353219 0.4487488 1.7549636 0.9493054 0.3791159 0.675743354 -6.382926364
KAL1 3730 -0.2750694 6.9465743 -0.4561912 0.6642982 0.853303909 -6.749057113
KALRN 8997 2.113545 3.3081245 3.9433855 0.007647741 0.0746791305 -2.487698773
KANK1 23189 -1.0598375 10.9332507 -5.2608375 0.0019178745 0.0364513385 -0.998219457
KANK2 25959 -2.03198033333333 8.88014463333333 -7.49296966666667 0.000371457133333333 0.0160358 0.947754918666667
KANK3 256949 -1.6315005 5.4320165 -3.9574765 0.018385915 0.1063435605 -2.583423061
KANK4 163782 -5.140108 5.2555277 -7.253027 0.0003489603 0.016278183 0.797989983
KARS 3735 0.1483917 8.6714187 0.5900064 0.5767141 0.806779084 -6.671874716
KAT2A 2648 0.01746395 11.5457151 0.05946861 0.95451 0.980849173 -6.865065342
KAT2B 8850 -0.65730405 7.00054475 -1.237469 0.26989905 0.557625356 -6.07042311
KAT5 10524 -0.03088981 9.8502628 -0.14724 0.8877654 0.950204727 -6.854616654
KATNA1 11104 -0.2588924 9.6142577 -1.385553 0.2151872 0.497363503 -5.907387748
KATNAL1 84056 -1.794464 7.68913985 -5.2743445 0.0021738025 0.038115211 -1.00403878
KATNAL2 83473 -0.038617705 2.6476458 -0.02583595 0.8970465 0.954376265 -6.8562179815
KATNB1 10300 0.3095607 7.6099783 1.012061 0.3505655 0.647998401 -6.321814365
KAZALD1 81621 -0.1256016 8.8093219 -0.1678227 0.8722363 0.943544495 -6.85088972
KBTBD10 10324 -2.250241 5.4926793 -6.730864 0.0005233153 0.019500858 0.373911344
KBTBD11 9920 -1.142215 11.8324462 -2.294437 0.06156575 0.243167699 -4.694966361
KBTBD2 25948 -0.29805754 4.93865823333333 -1.38203973333333 0.249683306666667 0.436617731333333 -5.340888041
KBTBD3 143879 -1.2894323 4.4577084 -2.4805875 0.050881215 0.2147529885 -4.4351795485
KBTBD4 55709 0.28336605 7.55283505 1.4023788 0.26426638 0.5168620575 -5.8183862735
KBTBD5 131377 1.628659 2.2171933 2.730469 0.03416275 0.173361783 -4.086320123
KBTBD6 89890 -1.241465 5.3213914 -6.316129 0.0007353394 0.022939227 0.01500054
KBTBD7 84078 -1.100314 7.8046784 -4.690533 0.00335847 0.048973604 -1.609147621
KBTBD8 84541 0.2747626 2.5568012 0.5510237 0.6015159 0.820753008 -6.696209327
KCMF1 56888 -0.2473925 8.5299572 -0.8126515 0.099293595 0.287522253 -4.626671941
KCNA1 3736 0.3449846 0.98618315 0.85361325 0.47711785 0.6969451485 -6.3765888755
KCNA10 3744 0.1221311 0.7095852 0.489204 0.6420643 0.842393609 -6.73169919
KCNA2 3737 -0.65661233 2.60461065 -1.28988416 0.50728376 0.5889951725 -5.5581139765
KCNA3 3738 -0.05807941 2.0119589 -0.06871125 0.947452 0.977617758 -6.864382083
KCNA4 3739 -0.3471594 0.628035 -0.7154146 0.5012295 0.765857903 -6.583772731
KCNA5 3741 -0.4271278 3.1182887 -0.3285218 0.7536794 0.890916739 -6.805377825
KCNA6 3742 0.372351 1.1936683 1.082481 0.3206102 0.619171457 -6.249994248
KCNA7 3743 0.64007495 2.15672235 0.91527705 0.431875 0.6783337405 -6.3519251935
KCNAB1 7881 -3.28901566666667 5.19217813333333 -7.30735766666667 0.000375746966666667 0.0163968976666667 0.823463066666667
KCNAB2 8514 0.0258077 4.71144125 -0.302171 0.16155762 0.413012522 -5.5552118765
KCNAB3 9196 -0.2818162 3.6976673 -0.9860311 0.3621933 0.659108877 -6.347503657
KCNB1 3745 -2.051203 7.4662587 -4.191463 0.005739184 0.064668641 -2.185796059
KCNB2 9312 -0.2798626 0.7285876 -0.5319091 0.6138973 0.827248961 -6.707593118
KCNC1 3746 -1.95794243333333 2.30001453333333 -3.38893276666667 0.478253571233333 0.584851219333333 -3.67667021566667
KCNC2 3747 -1.14368645 3.6960841 -0.70975075 0.5155978 0.7628198925 -6.5652281095
KCNC3 3748 -0.5102206 5.8949759 -1.219019 0.2685808 0.560846396 -6.101844106
KCNC4 3749 -0.4134146 4.0754344 -1.081857 0.3208659 0.619272087 -6.250644447
KCND1 3750 0.4799189 2.5357984 0.4547907 0.66525 0.853748061 -6.749768561
KCND2 3751 0.1114923 2.4103281 0.1132745 0.76236915 0.896133836 -6.8019178445
KCND3 3752 0.6930292 6.2429629 2.16257625 0.0876211025 0.28556733075 -4.87133776475
KCNE1 3753 0.63905955 1.04150935 1.26351645 0.267274 0.550258919 -6.032392549
KCNE1L 23630 -0.922341073333333 2.194465 -2.03966436666667 0.351392130666667 0.473203695666667 -4.813666126
KCNE2 9992 -0.7425352 2.354431 -1.154946 0.2920252 0.587456523 -6.172751911
KCNE3 10008 -0.7758567 5.6807392 -1.156128 0.2915772 0.586980267 -6.171465004
KCNE4 23704 -0.589432 7.4303624 -0.8976828 0.4039332 0.697976234 -6.431028938
KCNF1 3754 -0.7707204 2.2163672 -1.587809 0.1634253 0.427063229 -5.654938909
KCNG1 3755 -0.6570549 6.56934105 -1.2275505 0.2657606 0.557491594 -6.091988655
KCNG2 26251 0.6052169 0.8303849 2.093694 0.08117979 0.283411516 -4.974551919
KCNG3 170850 1.728154 2.1250769 1.767517 0.1275586 0.370646307 -5.419357079
KCNG4 93107 0.2485736 2.2349261 0.6291522 0.42270335 0.6347789015 -6.163999834
KCNH1 3756 0.08568409 0.4946397 0.4638802 0.659085 0.850935368 -6.745114878
KCNH2 3757 -3.3406695 6.04307965 -6.0431945 0.00100639665 0.0261120995 -0.244774847
KCNH3 23416 -1.05184 4.5525458 -4.415174 0.004493608 0.056858843 -1.922496972
KCNH4 23415 -0.1154467 3.0630295 -0.3070379 0.7691912 0.897768613 -6.813126143
KCNH5 27133 0.488727 1.814086 0.6800513 0.52507965 0.7762810755 -6.603226785
KCNH6 81033 -0.759427833333333 8.00295666666667 -0.827552633333333 0.445663266666667 0.720447464666667 -6.481932191
KCNH7 90134 -0.1441998 0.7923407 -0.0982676 0.3933385 0.684704245 -6.4031583155
KCNH8 131096 -0.6955329 4.9546005 -0.4610978 0.6609691 0.852072593 -6.746548503
KCNIP1 30820 -1.288105 1.3455014 -1.030824 0.3423705 0.640317832 -6.30300398
KCNIP2 30819 -0.84531 2.2119061 -1.2493065 0.259045 0.549758238 -6.066222011
KCNIP3 30818 -3.649543 6.9926231 -6.469463 0.0006471555 0.021467726 0.150077072
KCNIP4 80333 0.40625985 1.1716178 0.8402157 0.45724785 0.7081642825 -6.4379845375
KCNJ1 3758 -0.57233435 2.1488178 -1.434942 0.20210955 0.4800158585 -5.8462452305
KCNJ10 3766 -0.21707845 1.8414496 -0.72450125 0.25024114 0.4845453645 -5.602438498
KCNJ11 3767 1.135652 4.92112 3.746151 0.009551959 0.084046409 -2.733214427
KCNJ12 3768 -1.157429 4.62904055 -2.250588 0.10411794 0.298397493 -4.7401340875
KCNJ13 3769 0.3214547 4.0192591 0.7039807 0.5078304 0.769908175 -6.592406036
KCNJ14 3770 -0.2863364 7.7064185 -0.8672333 0.4191393 0.709760214 -6.458442705
KCNJ15 3772 -1.98187 3.7008076 -1.218879 0.2686304 0.560923884 -6.102002104
KCNJ16 3773 -0.3288611 2.2937698 -0.3604582 0.7308537 0.881211985 -6.792928404
KCNJ2 3759 0.1683136 8.0093068 0.3380596 0.7468326 0.887504442 -6.80177605
KCNJ3 3760 -1.023574 3.9594678 -1.58945 0.1630577 0.426523548 -5.652830092
KCNJ4 3761 -0.07320843 2.5779871 -0.2392992 0.8188379 0.920423233 -6.834215468
KCNJ5 3762 -0.78133965 4.1870887 -2.5185615 0.0590472 0.222910686 -4.3846191425
KCNJ6 3763 -1.980755 3.8357994 -1.450874 0.1970059 0.473577923 -5.827595277
KCNJ8 3764 -2.978895 7.1919096 -6.340222 0.0007206126 0.022770086 0.036413558
KCNJ9 3765 0.2030405 2.286508 0.2235477 0.8305258 0.925536394 -6.838385347
KCNK1 3775 -0.246817 8.6814575 -0.266677 0.7986457 0.911606814 -6.826306306
KCNK10 54207 -0.4214106 0.81242135 -0.69425515 0.28437813 0.5181350825 -5.7522347445
KCNK12 56660 3.076607 4.4322393 5.733882 0.001221853 0.029240678 -0.524833697
KCNK13 56659 -1.003756 1.6384376 -1.911723 0.1044553 0.32874661 -5.224797817
KCNK15 60598 -0.49871685 5.766985 -1.32373165 0.2986188 0.543824119 -5.8942835155
KCNK16 83795 -0.3738825 1.3252219 -0.8497357 0.4280683 0.716151748 -6.47386429
KCNK17 89822 -0.217567019 2.73544785 -0.59353833 0.6209099 0.774407808 -6.482975503
KCNK18 338567 0.1195087 0.7979014 0.6815144 0.5209673 0.777358187 -6.60902543
KCNK2 3776 1.051352 0.9891962 2.330578 0.05859189 0.235829228 -4.644437476
KCNK3 3777 -2.61026633333333 5.21110943333333 -3.59739366666667 0.019465995 0.112817452666667 -2.96508797366667
KCNK4 50801 0.008168107 4.3609638 0.04389081 0.9664156 0.985503878 -6.865994154
KCNK5 8645 -0.6092382 6.7075641 -1.754421 0.129891 0.374374213 -5.436810692
KCNK6 9424 -0.692316833333333 8.06376363333333 -1.31625766666667 0.2460713 0.528906618333333 -5.977359667
KCNK7 10089 0.1138249 8.1418409 0.4866865 0.643746 0.843260867 -6.73306238
KCNK9 51305 -0.2790337 2.8362817 -1.264439 0.2529655 0.543466012 -6.050197365
KCNMA1 3778 -2.59882648 5.94290434 -5.0071328 0.003370824 0.045309026 -1.2978387512
KCNMB1 3779 -2.753647 8.98237365 -6.8435165 0.0010639596 0.0243485815 0.319063561
KCNMB2 10242 6.6935735 5.21869375 6.1101755 0.000906258 0.025198137 -0.176032591
KCNMB3 27094 -0.761824 4.4848919 -1.773431 0.1265189 0.368863192 -5.411462202
KCNMB4 27345 -1.528133 8.2959133 -5.754381 0.001199435 0.028994309 -0.505075296
KCNN1 3780 -0.1283874 2.3383451 -0.2411581 0.8174619 0.919951145 -6.833704975
KCNN2 3781 2.180477 10.7864596 3.500162 0.01282259 0.099296225 -3.048572374
KCNN3 3782 -1.273742 4.8398947 -4.513586 0.00404446 0.053578977 -1.809153927
KCNN4 3783 -4.578732 8.1225027 -6.594759 0.000584027 0.020540362 0.258363318
KCNQ1 3784 -0.8756053 9.4172508 -2.764671 0.03264972 0.168992404 -4.038919551
KCNQ1DN 55539 0.3991869 2.9968867 0.5182695 0.6228187 0.832063989 -6.715492844
KCNQ1OT1 10984 0.04525282 8.39708035 0.10089845 0.7517835 0.891588491 -6.798111804
KCNQ2 3785 0.324631466666667 1.79368233333333 0.252297333333333 0.3857672 0.677878957666667 -6.38828614366667
KCNQ3 3786 0.04778468 3.7665997 0.2320255 0.824229 0.923043789 -6.836175665
KCNQ4 9132 0.424126 4.6961578 0.5763756 0.5853168 0.811472956 -6.680552824
KCNQ5 56479 -0.4972626 3.4715015 -1.788689 0.1238746 0.364160318 -5.391057421
KCNRG 283518 -1.762254 2.8749094 -2.711737 0.03502307 0.175524783 -4.112314122
KCNS1 3787 -2.119755 4.2011843 -4.603001 0.003679852 0.050874865 -1.70747989
KCNS2 3788 0.01851057 1.973801 0.02024918 0.9845012 0.993581955 -6.866869122
KCNS3 3790 0.3877915 8.6383291 0.8697137 0.4178849 0.708769151 -6.456236917
KCNT1 57582 0.1419591 2.7829391 0.1996204 0.8483705 0.933375243 -6.84418506
KCNV1 27012 -0.5817459 1.4081809 -0.3857381 0.7129958 0.874775316 -6.782291352
KCNV2 169522 0.09859685 2.965201 0.3678288 0.7256273 0.879285184 -6.789898143
KCTD1 284252 -0.294264566666667 7.93152256666667 -1.43182073333333 0.385938213333333 0.579141564666667 -5.63967447233333
KCTD10 83892 -0.8441658 8.41867805 -3.168712 0.01935781 0.124565646 -3.4870119635
KCTD11 147040 -0.1642473 9.4002092 -0.8491489 0.4283702 0.716523623 -6.474377235
KCTD12 115207 0.5455965 6.8319846 1.255926 0.2558304 0.546283698 -6.059961823
KCTD13 253980 0.2670436 3.6596741 1.072937 0.3245426 0.622811297 -6.259920104
KCTD14 65987 -2.089848 5.508162 -2.357165 0.05650006 0.230835932 -4.607250234
KCTD15 79047 -0.168823263333333 6.44168726666667 -0.606175966666667 0.5202221 0.745864631666667 -6.499103002
KCTD16 57528 -0.3679505 1.2141305 -0.95672465 0.4064899 0.6633756195 -6.3246656305
KCTD17 79734 -1.6357965 4.9870329 -6.8033695 0.0005093051 0.0191032835 0.4297791685
KCTD18 130535 -0.185438879 5.17425105 -0.40360537 0.7207485 0.863726864 -6.6858205525
KCTD19 146212 -0.362226 3.0866371 -0.8132336 0.4471436 0.729889786 -6.505237777
KCTD2 23510 0.012776145 6.602339 0.0415404 0.8844805 0.949067112 -6.852858917
KCTD20 222658 0.1860889 8.6554351 1.057625 0.330935 0.628912068 -6.275722078
KCTD21 283219 0.5779064 4.1286131 2.08887 0.08172324 0.284261354 -4.981236017
KCTD3 51133 0.05804522 11.6231415 0.256126 0.8064083 0.91509751 -6.829453559
KCTD4 386618 0.1274124 0.70394195 0.7195091 0.5001441 0.7630998145 -6.578105446
KCTD5 54442 0.1107082 8.9556327 0.5953227 0.5733793 0.804852238 -6.668441129
KCTD6 200845 -0.3477606 7.3615191 -1.546743 0.1728841 0.44052869 -5.707420143
KCTD7 154881 -0.5444404 3.27821485 -0.8795975 0.119058645 0.314308206 -4.7253299715
KCTD8 386617 -2.893377 3.937095 -2.195314 0.07055361 0.262874733 -4.833317679
KCTD9 54793 -1.3319415 7.5211924 -4.50336 0.0103694393333333 0.0745455946666667 -1.92360037866667
KDELC1 79070 -0.83809155 5.49769568 -3.607717 0.0123812294 0.0956853866 -2.9202218976
KDELC2 143888 -1.637286 4.2696286 -5.650727 0.001317831 0.03028187 -0.605566292
KDELR1 10945 0.10029265 10.47513505 0.4520912 0.67853595 0.851364199 -6.7162048505
KDELR2 11014 0.71441804 10.47286746 2.93269494 0.18844373172 0.3274044598 -3.5245975512
KDELR3 11015 -0.1172275 8.5389731 -0.1789345 0.8638781 0.939623052 -6.848677194
KDR 3791 -0.69228875 5.21526385 -1.6738875 0.169028235 0.4153067945 -5.5180867545
KDSR 2531 -0.763674433333333 8.40165733333333 -2.68699366666667 0.0404671066666667 0.186199729333333 -4.15020103566667
KEAP1 9817 0.1379422 10.9439497 0.7461981 0.4837462 0.753759011 -6.559951463
KEL 3792 -0.2704086 1.7650644 -0.2328674 0.8236045 0.922830151 -6.835951827
KERA 11081 0.6149856 1.4059672 0.916044 0.3949676 0.690053953 -6.414150748
KGFLP1 387628 -0.2244728 7.7654375 -0.4862688 0.6625455 0.8380350605 -6.679913381
KGFLP2 654466 -0.4038536 4.5280739 -1.239918 0.2612945 0.55260264 -6.078218275
KHDC1 80759 -1.7162645 5.7201339 -1.7172815 0.1425986 0.389226827 -5.480181316
KHDRBS1 10657 -0.23790205 10.51757405 -0.92309615 0.3930437 0.6852971555 -6.4051344275
KHDRBS2 202559 -2.110684 1.4512261 -2.135443 0.0766284 0.275293492 -4.916623142
KHDRBS3 10656 -0.7634951 7.5898226 -0.9582082 0.3749578 0.672020703 -6.37442944
KHK 3795 -1.303439 6.6318423 -3.502563 0.01278522 0.099108116 -3.045451821
KHSRP 8570 0.05211741 8.43199605 0.20449795 0.84507125 0.931908526 -6.8408390425
KIAA0020 9933 0.5585058 10.8771022 2.127491 0.07747472 0.276509427 -4.92766821
KIAA0040 9674 0.11924939 3.18931595 0.413351675 0.66100415 0.8286836775 -6.6363862605
KIAA0087 9808 0.1427177 0.8848679 0.8127059 0.4474238 0.730029525 -6.505683324
KIAA0090 23065 -0.259603013333333 7.49281633333333 -1.05879193333333 0.604165733333333 0.678044967333333 -5.73685426866667
KIAA0100 9703 0.3605574 11.8945715 1.485952 0.1878372 0.461368039 -5.784025071
KIAA0101 9768 2.104912 8.3939618 5.925152 0.001029884 0.02675142 -0.342654344
KIAA0114 57291 1.857892 9.8585576 6.798765 0.000495756 0.018923581 0.430761985
KIAA0125 9834 0.08274441 0.7581185 0.3879179 0.7114651 0.874053167 -6.781342003
KIAA0141 9812 0.2959548 9.0138393 1.550013 0.18399535 0.4465581415 -5.6897193545
KIAA0146 23514 0.47213385 9.4932275 1.733546 0.13385205 0.3809879685 -5.464392249
KIAA0174 9798 -0.5108062 9.46188963333333 -2.36322266666667 0.07912373 0.263161356666667 -4.60182950733333
KIAA0182 23199 0.32675065 7.3461715 1.3060407 0.27023155 0.542175457 -5.9609681485
KIAA0195 9772 -0.3565672 7.3008353 -1.189332 0.279234 0.573122373 -6.134990185
KIAA0196 9897 0.3775491 10.1925999 1.131476 0.3010391 0.597698376 -6.198124242
KIAA0226 9711 0.5099493 5.08701803333333 1.2336641 0.278653133333333 0.561867194666667 -6.06428794366667
KIAA0232 9778 -0.4936028 7.86709565 -2.0027531 0.35079113 0.478711608 -4.8519202415
KIAA0240 23506 -0.5367423 9.92941725 -2.4081835 0.05360527 0.223463698 -4.5358846815
KIAA0247 9766 0.4429328 11.2706549 1.754032 0.1299609 0.374374213 -5.437328565
KIAA0256 9728 -0.39310245 5.9306553 -1.1258152 0.31084205 0.6024560775 -6.193139395
